CustomerID,Age,Gender,Income_Level,Eyewear_Type,Brand,Price,Purchase_Frequency,Customer_Tenure_Days,Customer_Satisfaction,CLV,CLV_Class
CUST02197,59,Female,Low,Sunglasses,Vogue Eyewear,1315.24,1,577,0.91,1892.04,Low
CUST02198,61,Male,High,Sunglasses,Oliver Peoples,905.78,3,1666,0.63,7813.88,Medium
CUST02199,31,Female,Low,Optical Glasses,Vogue Eyewear,869.36,1,902,0.66,1417.94,Low
CUST02200,31,Female,Medium,Sunglasses,Oakley,899.27,2,590,0.87,2529.29,Low
CUST02201,19,Female,Low,Sunglasses,Ray-Ban,878.6,3,1475,0.71,7562.58,Medium
CUST02202,54,Female,Medium,Sunglasses,Oakley,1403.57,3,1781,0.8,16436.77,High
CUST02203,22,Female,Medium,Optical Glasses,Oakley,1318.02,1,1654,0.58,3464.12,Low
CUST02204,55,Male,Medium,Optical Glasses,Oliver Peoples,1020.21,3,1464,0.91,11171.22,High
CUST02205,62,Female,High,Sunglasses,Oliver Peoples,1184.11,5,1378,0.78,17434.64,High
CUST02206,58,Female,Low,Sunglasses,Oliver Peoples,1419.87,3,1999,0.91,21229.08,High
CUST02207,64,Male,Medium,Optical Glasses,Vogue Eyewear,1275.03,3,910,0.86,8201.41,Medium
CUST02208,31,Female,Medium,Optical Glasses,Vogue Eyewear,1517.16,2,1522,0.71,8983.42,High
CUST02209,56,Female,High,Sunglasses,Ray-Ban,1182.86,5,1480,0.84,20144.27,High
CUST02210,42,Female,Medium,Sunglasses,Vogue Eyewear,1101.73,3,1408,0.53,6757.44,Medium
CUST02211,37,Male,Low,Optical Glasses,Ray-Ban,1037.83,2,355,0.72,1453.53,Low
CUST02212,19,Male,Low,Sunglasses,Oakley,1203.55,5,38,0.72,451.08,Low
CUST02213,56,Male,High,Optical Glasses,Ray-Ban,1340.41,3,1034,0.71,8088.07,Medium
CUST02214,23,Male,High,Sunglasses,Ray-Ban,1214.87,1,1144,0.56,2132.31,Low
CUST02215,34,Female,Medium,Sunglasses,Oliver Peoples,1146.27,3,734,0.74,5117.33,Medium
CUST02216,42,Male,Medium,Optical Glasses,Vogue Eyewear,1388.48,5,315,0.88,5272.42,Medium
CUST02217,45,Male,Medium,Optical Glasses,Persol,1279.33,3,1196,0.66,8300.15,Medium
CUST02218,19,Female,High,Sunglasses,Persol,1182.98,5,445,0.91,6562.3,Medium
CUST02219,52,Male,High,Optical Glasses,Oliver Peoples,1085.01,1,753,0.79,1768.33,Low
CUST02220,54,Male,High,Optical Glasses,Oakley,1161.83,3,1953,0.86,16038.79,High
CUST02221,22,Male,High,Sunglasses,Oakley,1270.91,5,985,0.95,16291.15,High
CUST02222,18,Male,High,Optical Glasses,Oakley,1082.95,2,980,0.74,4303.32,Medium
CUST02223,57,Female,Low,Sunglasses,Ray-Ban,1014.95,3,1855,0.92,14236.55,High
CUST02224,29,Female,High,Sunglasses,Vogue Eyewear,1127.98,1,1685,0.57,2968.13,Low
CUST02225,53,Female,Medium,Sunglasses,Oakley,1192.62,2,1114,0.89,6479.1,Medium
CUST02226,62,Male,High,Optical Glasses,Persol,1404.49,3,323,0.92,3430.34,Low
CUST02227,40,Female,Medium,Optical Glasses,Ray-Ban,1025.99,5,369,0.95,4926.86,Medium
CUST02228,64,Male,Low,Sunglasses,Oakley,1234.01,4,908,0.54,6630.79,Medium
CUST02229,48,Male,Medium,Sunglasses,Oakley,1158.36,2,848,0.56,3014.15,Low
CUST02230,28,Male,Medium,Optical Glasses,Vogue Eyewear,1165.81,5,215,0.51,1751.11,Low
CUST02231,27,Male,Low,Optical Glasses,Vogue Eyewear,1430.9,2,1145,0.75,6733.07,Medium
CUST02232,20,Male,Medium,Optical Glasses,Ray-Ban,1212.18,3,1284,0.6,7675.59,Medium
CUST02233,31,Male,Medium,Sunglasses,Persol,1062.97,1,1590,0.78,3611.77,Medium
CUST02234,33,Female,Medium,Optical Glasses,Oliver Peoples,1333.31,1,1192,0.95,4136.55,Medium
CUST02235,27,Male,Medium,Sunglasses,Persol,1322.29,2,911,0.66,4356.38,Medium
CUST02236,46,Male,Low,Optical Glasses,Vogue Eyewear,1049.82,4,805,0.5,4630.71,Medium
CUST02237,27,Male,High,Sunglasses,Vogue Eyewear,1021.06,3,831,0.94,6555.54,Medium
CUST02238,29,Female,Medium,Sunglasses,Oliver Peoples,1261.58,5,1848,0.81,25868.96,High
CUST02239,47,Male,Low,Optical Glasses,Persol,1195.05,3,1929,0.6,11368.36,High
CUST02240,58,Female,Medium,Optical Glasses,Persol,1129.41,4,691,0.85,7269.69,Medium
CUST02241,18,Female,Medium,Optical Glasses,Oliver Peoples,1358.44,5,219,0.82,3341.76,Low
CUST02242,22,Male,Low,Optical Glasses,Vogue Eyewear,1111.16,4,1637,0.69,13754.4,High
CUST02243,37,Male,Medium,Sunglasses,Ray-Ban,1263.23,3,382,0.61,2419.38,Low
CUST02244,25,Male,Medium,Optical Glasses,Persol,1376.2,3,68,1.0,769.16,Low
CUST02245,60,Female,Medium,Optical Glasses,Oakley,1149.13,2,1126,0.82,5813.78,Medium
CUST02246,29,Male,Medium,Optical Glasses,Persol,925.64,4,915,0.5,4640.88,Medium
CUST02247,18,Male,Medium,Optical Glasses,Persol,1139.54,1,51,0.56,89.17,Low
CUST02248,37,Male,Low,Optical Glasses,Persol,1228.39,4,742,0.62,6192.97,Medium
CUST02249,45,Female,High,Optical Glasses,Vogue Eyewear,1350.45,4,60,0.91,808.05,Low
CUST02250,60,Male,Low,Optical Glasses,Oakley,1121.83,5,1343,0.74,15272.56,High
CUST02251,54,Male,Medium,Optical Glasses,Persol,1458.46,5,865,0.53,9159.33,High
CUST02252,64,Female,Low,Sunglasses,Ray-Ban,1005.18,2,1931,0.63,6700.45,Medium
CUST02253,54,Female,Medium,Optical Glasses,Oakley,1224.62,1,1131,0.99,3756.7,Medium
CUST02254,29,Female,Medium,Optical Glasses,Oliver Peoples,1164.13,3,1496,0.88,12596.33,High
CUST02255,54,Male,Low,Optical Glasses,Ray-Ban,1402.06,1,1829,0.5,3512.83,Low
CUST02256,66,Female,Medium,Optical Glasses,Oliver Peoples,978.95,1,1490,0.92,3676.56,Medium
CUST02257,66,Female,Low,Sunglasses,Persol,1263.85,1,1414,0.6,2937.67,Low
CUST02258,61,Male,Medium,Sunglasses,Vogue Eyewear,1163.37,2,755,0.67,3224.61,Low
CUST02259,45,Female,Medium,Optical Glasses,Persol,1429.37,2,83,0.56,364.04,Low
CUST02260,64,Male,Low,Sunglasses,Persol,1075.72,1,400,0.51,601.22,Low
CUST02261,32,Female,High,Optical Glasses,Oliver Peoples,1262.3,3,1635,0.75,12722.43,High
CUST02262,23,Male,Low,Optical Glasses,Persol,1074.27,3,126,0.64,712.02,Low
CUST02263,61,Female,Low,Sunglasses,Ray-Ban,1228.21,3,914,0.68,6274.17,Medium
CUST02264,37,Male,Medium,Sunglasses,Vogue Eyewear,1144.6,2,559,0.58,2033.44,Low
CUST02265,67,Female,Medium,Optical Glasses,Oliver Peoples,1142.22,5,1701,0.9,23953.76,High
CUST02266,31,Male,Medium,Sunglasses,Oakley,901.88,3,1700,0.59,7434.95,Medium
CUST02267,19,Female,Low,Optical Glasses,Persol,1262.19,5,1917,0.76,25190.55,High
CUST02268,26,Female,High,Optical Glasses,Oliver Peoples,1037.66,1,1956,0.73,4059.33,Medium
CUST02269,54,Male,Medium,Sunglasses,Persol,1032.5,3,1447,0.96,11788.49,High
CUST02270,37,Female,Low,Sunglasses,Persol,966.71,1,1089,0.99,2855.4,Low
CUST02271,43,Female,Medium,Optical Glasses,Oliver Peoples,1041.59,1,347,0.95,940.71,Low
CUST02272,46,Male,High,Sunglasses,Ray-Ban,1275.07,4,1423,0.87,17299.17,High
CUST02273,18,Male,Medium,Optical Glasses,Oakley,1267.68,1,1104,0.72,2760.69,Low
CUST02274,52,Female,Low,Optical Glasses,Persol,1299.56,1,316,0.57,641.31,Low
CUST02275,23,Male,Medium,Optical Glasses,Ray-Ban,1045.95,2,679,0.93,3619.1,Medium
CUST02276,54,Male,Low,Sunglasses,Persol,1232.22,1,1649,0.86,4787.56,Medium
CUST02277,22,Male,Medium,Optical Glasses,Persol,1107.69,3,272,0.57,1411.53,Low
CUST02278,50,Male,High,Optical Glasses,Ray-Ban,1343.21,2,1344,0.54,5341.63,Medium
CUST02279,66,Male,Medium,Optical Glasses,Persol,1263.9,4,442,0.84,5142.58,Medium
CUST02280,68,Male,Medium,Optical Glasses,Oakley,1101.52,4,251,0.95,2878.44,Low
CUST02281,31,Female,High,Optical Glasses,Oliver Peoples,1356.09,1,1998,0.61,4528.15,Medium
CUST02282,29,Female,Medium,Sunglasses,Ray-Ban,1276.1,5,1084,0.71,13453.94,High
CUST02283,59,Male,Medium,Optical Glasses,Vogue Eyewear,991.95,4,1918,0.98,20432.97,High
CUST02284,37,Female,Low,Optical Glasses,Persol,949.27,4,1685,0.97,17003.12,High
CUST02285,67,Female,Medium,Optical Glasses,Oliver Peoples,997.85,4,901,0.85,8374.83,Medium
CUST02286,41,Female,Medium,Sunglasses,Oakley,1447.38,3,1806,0.74,15898.66,High
CUST02287,60,Male,Medium,Sunglasses,Oakley,1047.68,5,1121,0.69,11100.96,High
CUST02288,51,Male,High,Optical Glasses,Vogue Eyewear,1481.42,1,1023,0.7,2906.42,Low
CUST02289,42,Female,High,Sunglasses,Oakley,1039.9,1,814,0.75,1739.34,Low
CUST02290,67,Female,Medium,Sunglasses,Oliver Peoples,1023.92,2,1535,0.84,7234.21,Medium
CUST02291,46,Female,Medium,Optical Glasses,Vogue Eyewear,1331.99,3,125,0.76,1040.05,Low
CUST02292,56,Female,Medium,Optical Glasses,Ray-Ban,1338.83,5,254,0.61,2841.62,Low
CUST02293,48,Male,Low,Sunglasses,Vogue Eyewear,1283.37,2,1602,0.88,9913.66,High
CUST02294,64,Female,Medium,Optical Glasses,Ray-Ban,1301.42,5,764,0.73,9942.85,High
CUST02295,60,Male,Medium,Optical Glasses,Oakley,1079.76,4,1399,0.79,13077.93,High
CUST02296,67,Male,Medium,Optical Glasses,Oliver Peoples,1324.95,5,252,0.89,4070.68,Medium
CUST02297,40,Female,High,Optical Glasses,Persol,1236.0,2,1020,0.69,4766.56,Medium
CUST02298,61,Male,Low,Sunglasses,Vogue Eyewear,1145.21,3,1337,0.96,12081.37,High
CUST02299,55,Male,Medium,Optical Glasses,Oakley,1214.19,3,1307,0.76,9912.98,High
CUST02300,37,Female,Medium,Sunglasses,Oliver Peoples,1359.1,4,1731,0.85,21914.65,High
CUST02301,40,Male,Medium,Sunglasses,Persol,1258.78,1,1801,0.88,5465.8,Medium
CUST02302,62,Female,High,Optical Glasses,Vogue Eyewear,876.33,2,149,0.68,486.52,Low
CUST02303,69,Female,High,Sunglasses,Oliver Peoples,1333.68,1,167,0.63,384.43,Low
CUST02304,33,Female,Low,Optical Glasses,Oakley,1322.2,4,357,0.96,4965.97,Medium
CUST02305,67,Male,Low,Sunglasses,Vogue Eyewear,1143.14,5,907,0.66,9374.06,High
CUST02306,59,Male,Low,Sunglasses,Vogue Eyewear,1217.51,5,769,0.55,7054.05,Medium
CUST02307,25,Male,Medium,Optical Glasses,Ray-Ban,1216.91,4,624,0.75,6241.25,Medium
CUST02308,67,Male,Medium,Optical Glasses,Ray-Ban,903.08,3,569,0.91,3843.34,Medium
CUST02309,38,Male,Medium,Sunglasses,Vogue Eyewear,1139.75,2,1762,0.64,7042.59,Medium
CUST02310,18,Female,Medium,Optical Glasses,Oliver Peoples,1145.55,4,1141,0.75,10743.06,High
CUST02311,25,Male,Medium,Sunglasses,Oakley,1176.19,4,1426,0.68,12498.94,High
CUST02312,46,Female,Medium,Sunglasses,Persol,1121.12,2,663,0.51,2077.17,Low
CUST02313,49,Male,Medium,Sunglasses,Ray-Ban,1299.43,3,1444,0.57,8790.7,Medium
CUST02314,55,Female,Medium,Sunglasses,Oakley,1078.63,3,369,0.9,2944.22,Low
CUST02315,22,Female,Low,Sunglasses,Vogue Eyewear,1336.51,2,1567,0.97,11131.41,High
CUST02316,64,Male,Medium,Optical Glasses,Oakley,1292.36,1,854,0.5,1511.88,Low
CUST02317,39,Male,Medium,Optical Glasses,Oakley,1404.06,5,1800,0.93,32197.21,High
CUST02318,64,Female,Medium,Sunglasses,Oakley,1460.07,2,1319,0.86,9075.16,High
CUST02319,51,Female,High,Optical Glasses,Vogue Eyewear,1461.07,3,111,0.84,1119.7,Low
CUST02320,18,Female,High,Sunglasses,Ray-Ban,1022.16,1,895,0.72,1804.6,Low
CUST02321,43,Male,High,Sunglasses,Persol,1251.63,4,427,0.67,3924.15,Medium
CUST02322,60,Male,Medium,Sunglasses,Oliver Peoples,1092.33,4,743,0.71,6314.92,Medium
CUST02323,27,Female,Medium,Sunglasses,Ray-Ban,1692.04,4,387,0.8,5740.88,Medium
CUST02324,47,Female,Medium,Optical Glasses,Persol,1292.11,5,829,0.97,14233.21,High
CUST02325,67,Male,Low,Sunglasses,Vogue Eyewear,1412.45,3,210,0.6,1462.76,Low
CUST02326,35,Female,Medium,Optical Glasses,Persol,1265.31,1,1568,0.99,5381.28,Medium
CUST02327,34,Male,Low,Optical Glasses,Vogue Eyewear,804.68,3,1044,0.62,4280.99,Medium
CUST02328,43,Male,Medium,Optical Glasses,Persol,1082.47,5,589,0.92,8035.19,Medium
CUST02329,25,Male,Medium,Optical Glasses,Ray-Ban,1097.16,5,1189,0.83,14832.25,High
CUST02330,64,Male,High,Sunglasses,Vogue Eyewear,1141.48,2,1318,0.87,7172.0,Medium
CUST02331,57,Female,Medium,Sunglasses,Oakley,1253.94,3,232,0.92,2199.79,Low
CUST02332,66,Male,High,Optical Glasses,Vogue Eyewear,1275.2,4,813,0.51,5794.37,Medium
CUST02333,29,Male,Low,Sunglasses,Vogue Eyewear,805.9,2,1535,0.86,5829.42,Medium
CUST02334,44,Female,Low,Sunglasses,Persol,1164.46,3,1909,1.0,18270.86,High
CUST02335,25,Female,Medium,Optical Glasses,Vogue Eyewear,1127.12,2,316,0.75,1463.71,Low
CUST02336,42,Female,Medium,Sunglasses,Persol,1407.16,2,162,0.77,961.8,Low
CUST02337,63,Female,Low,Optical Glasses,Ray-Ban,1288.84,1,1150,0.55,2233.4,Low
CUST02338,21,Male,Low,Sunglasses,Vogue Eyewear,1172.54,2,1147,0.67,4937.45,Medium
CUST02339,50,Female,Medium,Optical Glasses,Oakley,1233.55,5,1940,0.81,26553.43,High
CUST02340,18,Female,Medium,Optical Glasses,Oakley,946.95,4,123,0.56,714.8,Low
CUST02341,36,Female,Medium,Sunglasses,Ray-Ban,1299.2,1,1772,0.67,4225.92,Medium
CUST02342,48,Male,Medium,Optical Glasses,Oakley,1140.67,2,1348,0.67,5644.97,Medium
CUST02343,33,Male,Low,Optical Glasses,Persol,1078.89,1,1069,0.91,2875.43,Low
CUST02344,31,Female,High,Optical Glasses,Vogue Eyewear,1397.13,4,503,0.77,5930.11,Medium
CUST02345,65,Male,Low,Optical Glasses,Oliver Peoples,1241.04,4,989,0.78,10491.65,High
CUST02346,22,Female,Medium,Optical Glasses,Vogue Eyewear,1100.19,1,1513,0.64,2918.73,Low
CUST02347,58,Female,Medium,Sunglasses,Vogue Eyewear,1109.34,3,240,0.66,1444.27,Low
CUST02348,43,Female,High,Sunglasses,Oliver Peoples,1254.89,4,588,0.73,5903.0,Medium
CUST02349,45,Female,Medium,Optical Glasses,Oakley,1243.23,5,472,0.91,7314.96,Medium
CUST02350,19,Female,Medium,Sunglasses,Oakley,1204.41,5,128,0.66,1393.82,Low
CUST02351,67,Male,Medium,Sunglasses,Vogue Eyewear,1019.5,2,49,0.66,180.66,Low
CUST02352,23,Female,Medium,Sunglasses,Oakley,1041.68,3,50,0.78,333.91,Low
CUST02353,26,Female,Medium,Optical Glasses,Persol,1087.75,3,1234,0.92,10149.87,High
CUST02354,50,Male,Medium,Optical Glasses,Persol,1170.58,2,1538,0.75,7398.71,Medium
CUST02355,58,Male,High,Optical Glasses,Oliver Peoples,1193.8,4,1900,0.56,13920.04,High
CUST02356,42,Male,Low,Optical Glasses,Vogue Eyewear,1176.0,1,723,0.96,2236.27,Low
CUST02357,65,Female,High,Optical Glasses,Persol,1182.86,3,590,0.74,4244.69,Medium
CUST02358,30,Male,High,Optical Glasses,Ray-Ban,1482.19,3,1453,0.89,15753.89,High
CUST02359,26,Female,Medium,Sunglasses,Oakley,1327.39,4,1325,0.52,10022.7,High
CUST02360,30,Male,Medium,Sunglasses,Vogue Eyewear,1378.23,1,1076,0.92,3737.91,Medium
CUST02361,48,Male,Medium,Optical Glasses,Persol,1269.64,5,137,0.53,1262.86,Low
CUST02362,58,Female,High,Sunglasses,Oliver Peoples,1210.86,3,865,0.98,8436.54,Medium
CUST02363,28,Male,Low,Optical Glasses,Persol,1261.49,4,634,0.95,8326.53,Medium
CUST02364,21,Female,Medium,Optical Glasses,Ray-Ban,1233.87,3,1730,0.63,11053.11,High
CUST02365,51,Female,Medium,Optical Glasses,Persol,1321.2,5,53,0.61,585.13,Low
CUST02366,55,Female,High,Sunglasses,Vogue Eyewear,1053.73,2,1882,0.89,9671.11,High
CUST02367,63,Male,Medium,Sunglasses,Oliver Peoples,1308.71,4,805,0.58,6696.29,Medium
CUST02368,21,Female,Medium,Optical Glasses,Oliver Peoples,1225.06,1,1801,0.93,5621.62,Medium
CUST02369,55,Female,Low,Sunglasses,Ray-Ban,928.94,2,482,0.52,1275.78,Low
CUST02370,36,Female,Medium,Optical Glasses,Vogue Eyewear,1212.86,1,1672,0.83,4611.39,Medium
CUST02371,23,Male,Low,Optical Glasses,Ray-Ban,1004.07,5,1594,0.63,13812.43,High
CUST02372,51,Female,High,Optical Glasses,Ray-Ban,1119.75,1,144,0.92,406.42,Low
CUST02373,35,Female,Medium,Optical Glasses,Ray-Ban,1176.12,3,423,0.69,2821.43,Low
CUST02374,30,Female,Medium,Optical Glasses,Persol,973.93,5,981,0.72,9423.37,High
CUST02375,58,Male,Medium,Optical Glasses,Oakley,1191.94,2,1935,0.57,7203.56,Medium
CUST02376,40,Male,Medium,Sunglasses,Persol,1210.27,3,649,0.81,5229.26,Medium
CUST02377,36,Male,Low,Sunglasses,Vogue Eyewear,1313.26,3,1638,0.74,13083.52,High
CUST02378,62,Male,Medium,Optical Glasses,Ray-Ban,1131.94,5,1715,0.5,13296.42,High
CUST02379,28,Male,Low,Optical Glasses,Ray-Ban,1241.17,1,807,0.87,2387.43,Low
CUST02380,18,Male,Medium,Optical Glasses,Oakley,1185.69,1,625,0.56,1136.96,Low
CUST02381,41,Female,Low,Sunglasses,Oliver Peoples,1137.26,2,1457,0.76,6900.33,Medium
CUST02382,24,Male,Medium,Optical Glasses,Ray-Ban,949.41,5,1872,0.77,18746.82,High
CUST02383,42,Female,Medium,Sunglasses,Persol,1183.26,2,1656,0.65,6978.96,Medium
CUST02384,38,Male,Medium,Optical Glasses,Ray-Ban,1311.68,4,1042,0.61,9136.77,High
CUST02385,32,Male,Low,Optical Glasses,Vogue Eyewear,1059.94,5,1155,0.66,11068.39,High
CUST02386,18,Male,Medium,Sunglasses,Oakley,1167.33,4,295,0.7,2641.68,Low
CUST02387,29,Male,Medium,Sunglasses,Oliver Peoples,1189.43,2,112,0.97,708.05,Low
CUST02388,24,Female,Medium,Sunglasses,Vogue Eyewear,1365.37,4,966,0.83,11997.0,High
CUST02389,32,Female,Low,Optical Glasses,Persol,1204.52,4,1787,0.98,23117.02,High
CUST02390,38,Male,High,Optical Glasses,Vogue Eyewear,1243.21,3,1773,0.54,9783.07,High
CUST02391,36,Male,Medium,Optical Glasses,Ray-Ban,1198.7,3,1349,0.52,6911.21,Medium
CUST02392,46,Male,Low,Optical Glasses,Oakley,1126.15,2,275,0.53,899.38,Low
CUST02393,42,Female,Medium,Optical Glasses,Ray-Ban,1029.83,2,1314,0.93,6895.74,Medium
CUST02394,50,Female,Medium,Optical Glasses,Oakley,1157.24,1,840,0.92,2450.18,Low
CUST02395,66,Female,Medium,Optical Glasses,Persol,1259.0,4,1040,0.72,10331.39,High
CUST02396,49,Female,Low,Sunglasses,Vogue Eyewear,1218.46,1,1760,0.72,4230.23,Medium
CUST02397,66,Female,Low,Optical Glasses,Oakley,1421.93,1,1205,0.71,3332.96,Low
CUST02398,52,Male,Low,Optical Glasses,Vogue Eyewear,1341.88,5,1427,0.97,25444.07,High
CUST02399,61,Male,Medium,Sunglasses,Oakley,1386.08,1,1399,0.63,3346.98,Low
CUST02400,55,Female,Medium,Optical Glasses,Ray-Ban,895.16,1,700,0.86,1476.4,Low
CUST02401,43,Female,Medium,Optical Glasses,Oakley,1436.9,4,1548,0.55,13406.87,High
CUST02402,28,Female,High,Sunglasses,Oakley,1240.02,1,1880,0.63,4023.78,Medium
CUST02403,52,Female,Low,Sunglasses,Oliver Peoples,1261.34,4,1171,0.8,12949.3,High
CUST02404,25,Male,Low,Optical Glasses,Persol,1334.4,4,657,0.8,7686.14,Medium
CUST02405,63,Female,Medium,Optical Glasses,Ray-Ban,1203.2,1,736,0.78,1892.42,Low
CUST02406,31,Female,Low,Optical Glasses,Ray-Ban,1039.44,4,1427,0.56,9102.87,High
CUST02407,27,Male,Medium,Optical Glasses,Vogue Eyewear,1417.11,2,158,0.88,1079.64,Low
CUST02408,19,Female,Medium,Sunglasses,Oakley,1084.77,2,1256,0.86,6420.41,Medium
CUST02409,63,Female,Low,Sunglasses,Oakley,1052.14,4,1890,0.84,18305.51,High
CUST02410,26,Male,Medium,Sunglasses,Oakley,1164.85,2,228,0.56,814.95,Low
CUST02411,20,Male,Medium,Optical Glasses,Ray-Ban,1142.1,5,796,0.61,7596.69,Medium
CUST02412,38,Male,Medium,Optical Glasses,Oliver Peoples,1200.57,3,958,0.96,9075.13,High
CUST02413,43,Female,High,Sunglasses,Vogue Eyewear,1185.27,2,1130,0.74,5430.81,Medium
CUST02414,25,Male,Low,Optical Glasses,Oakley,1402.07,1,1500,0.71,4090.97,Medium
CUST02415,65,Female,High,Optical Glasses,Oliver Peoples,1268.9,2,1479,0.94,9666.31,High
CUST02416,19,Female,Medium,Sunglasses,Persol,1071.33,5,1724,0.65,16445.65,High
CUST02417,23,Male,High,Optical Glasses,Ray-Ban,1091.92,5,537,0.91,7309.43,Medium
CUST02418,45,Female,Low,Optical Glasses,Persol,1141.77,5,1105,0.72,12443.73,High
CUST02419,46,Female,Medium,Sunglasses,Ray-Ban,1142.37,2,207,0.81,1049.54,Low
CUST02420,43,Male,Medium,Optical Glasses,Vogue Eyewear,1122.79,3,1834,0.68,11508.94,High
CUST02421,42,Male,Medium,Sunglasses,Persol,1034.74,1,1502,0.96,4087.7,Medium
CUST02422,29,Female,Medium,Sunglasses,Vogue Eyewear,1243.56,3,1166,0.55,6554.75,Medium
CUST02423,22,Female,Medium,Sunglasses,Vogue Eyewear,1131.66,2,1289,0.61,4875.69,Medium
CUST02424,51,Male,High,Optical Glasses,Vogue Eyewear,1057.23,3,1940,0.6,10114.65,High
CUST02425,65,Male,Medium,Optical Glasses,Persol,1272.82,4,1219,0.63,10712.19,High
CUST02426,54,Male,Low,Optical Glasses,Persol,1327.17,1,1604,0.73,4257.56,Medium
CUST02427,32,Female,Medium,Optical Glasses,Persol,1163.15,4,1918,0.56,13691.14,High
CUST02428,61,Male,Medium,Optical Glasses,Oakley,1467.22,4,327,0.52,2734.09,Low
CUST02429,53,Female,Medium,Optical Glasses,Vogue Eyewear,1532.33,3,409,0.78,4017.9,Medium
CUST02430,32,Female,Medium,Optical Glasses,Oakley,1274.53,4,1664,0.75,17431.38,High
CUST02431,60,Male,High,Optical Glasses,Ray-Ban,1129.68,1,196,0.67,406.44,Low
CUST02432,65,Female,Medium,Sunglasses,Persol,1240.34,4,1607,0.59,12887.71,High
CUST02433,40,Male,Low,Optical Glasses,Oliver Peoples,1016.33,2,391,0.56,1219.37,Low
CUST02434,23,Female,Low,Optical Glasses,Ray-Ban,1069.22,1,870,0.94,2395.64,Low
CUST02435,63,Male,High,Optical Glasses,Vogue Eyewear,947.6,2,1507,0.72,5633.88,Medium
CUST02436,67,Female,Medium,Sunglasses,Vogue Eyewear,1105.73,2,533,0.98,3164.75,Low
CUST02437,61,Female,High,Optical Glasses,Oakley,1015.12,5,1670,0.66,15326.92,High
CUST02438,60,Male,Medium,Optical Glasses,Persol,1293.61,5,788,0.81,11310.76,High
CUST02439,62,Male,Medium,Sunglasses,Persol,1087.63,2,486,0.78,2259.17,Low
CUST02440,38,Male,Medium,Sunglasses,Ray-Ban,1241.49,4,888,0.58,7007.31,Medium
CUST02441,40,Male,Low,Sunglasses,Ray-Ban,1312.19,2,1351,0.75,7285.35,Medium
CUST02442,60,Female,Medium,Optical Glasses,Ray-Ban,1375.7,2,954,0.74,5321.58,Medium
CUST02443,33,Female,Medium,Optical Glasses,Oliver Peoples,1146.99,5,737,0.75,8684.91,Medium
CUST02444,64,Male,Medium,Sunglasses,Oliver Peoples,1246.6,3,1718,0.65,11441.74,High
CUST02445,32,Female,High,Optical Glasses,Vogue Eyewear,1251.38,3,1837,0.62,11714.36,High
CUST02446,42,Female,High,Sunglasses,Vogue Eyewear,1390.81,3,214,0.71,1736.87,Low
CUST02447,53,Female,High,Optical Glasses,Vogue Eyewear,1317.53,2,447,0.96,3097.96,Low
CUST02448,28,Male,High,Optical Glasses,Persol,1395.5,2,744,0.78,4437.46,Medium
CUST02449,68,Male,Medium,Optical Glasses,Vogue Eyewear,950.3,4,806,0.73,6127.53,Medium
CUST02450,32,Male,Medium,Sunglasses,Oakley,1100.36,5,1728,0.6,15628.13,High
CUST02451,21,Female,High,Optical Glasses,Ray-Ban,1354.77,2,824,0.96,5872.2,Medium
CUST02452,38,Male,Medium,Optical Glasses,Persol,1287.11,1,1988,0.83,5818.58,Medium
CUST02453,30,Male,Low,Optical Glasses,Oliver Peoples,1181.24,1,970,0.99,3107.79,Low
CUST02454,39,Male,Medium,Optical Glasses,Ray-Ban,1128.89,5,152,0.58,1363.33,Low
CUST02455,36,Female,Low,Optical Glasses,Vogue Eyewear,1318.3,1,1290,0.7,3261.44,Low
CUST02456,51,Male,Medium,Sunglasses,Oliver Peoples,903.06,1,1497,0.67,2481.53,Low
CUST02457,31,Male,Medium,Optical Glasses,Oliver Peoples,1318.83,5,633,0.67,7662.04,Medium
CUST02458,21,Male,Low,Optical Glasses,Oliver Peoples,1213.6,2,1480,0.52,5117.73,Medium
CUST02459,65,Male,High,Optical Glasses,Ray-Ban,1126.67,2,90,0.77,427.83,Low
CUST02460,69,Female,Medium,Optical Glasses,Persol,1275.37,4,1762,0.8,19701.5,High
CUST02461,63,Male,Medium,Optical Glasses,Ray-Ban,1142.09,2,941,0.52,3062.18,Low
CUST02462,44,Male,Medium,Optical Glasses,Oakley,1204.35,1,121,0.94,375.3,Low
CUST02463,46,Female,High,Sunglasses,Vogue Eyewear,1193.06,1,927,0.6,1818.03,Low
CUST02464,64,Male,Medium,Optical Glasses,Persol,1311.68,4,263,0.57,2154.89,Low
CUST02465,45,Male,Medium,Sunglasses,Persol,1223.88,5,999,0.59,9881.74,High
CUST02466,52,Female,High,Optical Glasses,Vogue Eyewear,913.63,1,560,0.71,995.23,Low
CUST02467,25,Male,Low,Optical Glasses,Oakley,991.19,2,1885,0.54,5528.4,Medium
CUST02468,33,Male,High,Sunglasses,Oliver Peoples,1037.38,2,1047,0.91,5415.81,Medium
CUST02469,59,Male,Medium,Optical Glasses,Vogue Eyewear,1268.48,2,817,0.84,4770.04,Medium
CUST02470,53,Male,Medium,Optical Glasses,Oliver Peoples,1283.53,1,855,0.74,2224.9,Low
CUST02471,47,Female,Low,Optical Glasses,Vogue Eyewear,1450.55,3,1049,0.75,9379.89,High
